"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"August 12, 2015","L. Turner","-","yes","Nope","I received the set, read a stack of cards, then gave it away in a white elephant gift exchange. Unfunny","1","-","-","https://www.amazon.com/gp/customer-reviews/R2RWSD33G56RP3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 19, 2015","Betty","-","yes","I thought this game would be fun. It is trashy and stupid","Trashy","1","-","-","https://www.amazon.com/gp/customer-reviews/R3A85N3I5VIF9L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"September 3, 2015","Nikki","-","yes","Boring","Played for ten minutes then quit","1","-","-","https://www.amazon.com/gp/customer-reviews/R2OOPEM1AQ4USE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 13, 2015","Piccolina","-","yes","Waste of money","Waste of money. I thought it was going to be this hysterical game and myself, husband, and two friends just didn't get it. We thought it was pretty stupid.","1","-","-","https://www.amazon.com/gp/customer-reviews/R7VQVSDJ3W6H0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"November 16, 2017","Austin","-","yes","One Star","waste of money","1","-","-","https://www.amazon.com/gp/customer-reviews/RDKYKQ8ZD3A08/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"July 2, 2015","CLS","-","yes","Vulgar and inappropriate","I like a little naughty humor but this has way too much offensive content like child molestation.","1","-","-","https://www.amazon.com/gp/customer-reviews/RKEZBIUZNGLAE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"June 29, 2016","Charlene Archuleta","-","yes","Save your money...","Thought this was a different game.  This game is not much fun and kind of corny.","1","-","-","https://www.amazon.com/gp/customer-reviews/R226JXRO9YHVC9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 6, 2015","qua","-","yes","... so negative I re- sold it to someone who liked the game","It was so negative I re- sold it to someone who liked the game.","1","-","-","https://www.amazon.com/gp/customer-reviews/R2E4IHVBUNPAXM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"November 28, 2017","Julie Chamberlain","-","yes","I want to return this.","I purchased this kind of on an impulse as a fun and funny card game to play with family over the holiday weekend.  I should have known.  Some of these cards are extremely offensive.  Going to sell this to recoup some of my money.","1","-","-","https://www.amazon.com/gp/customer-reviews/RR6T19T1AZ3GL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"April 2, 2019","Abel Jones","-","-","Degenerate Poison Befitting a Degenerate Culture and Nation","This game is very representative of the United States and the West broadly at this juncture in history.  It is purely degenerate poison and disgusting simply for the sake of disgusting.  The people who made this game are fine representatives of their tribe which rules America and blasts constant degenerate poison into the culture via television, Hollywood, and all other forms of entertainment to even include board games, card games, and video games.  The purpose is to degrade the populace and make us a twisted and bloated caricature of what God intended us to be.  In short, the purpose is to make us into what they believe we are - disgusting animals.Just like with Hollywood and all the technologies involved in mass media, these creatures did not create anything special or unique.  They are not creative, perhaps even being incapable of creativity.  They merely use money to buy, take over, and corrupt industries created by their host culture.  They are destroyers and quite proud of that fact, even bragging about it continuously.This game is a straight rip off of Apples to Apples, only with degenerate poison in place of relatively benign pop culture references.  Nobody but degenerates should play this game (and if you partake of things such as this you will eventually become a degenerate).  It is not fit for families, children, or young people.  Only those already corrupted by degenerate popular culture and mass media (TV, Hollywood) will enjoy this game.  Certainly no Christian or moral person should purchase this game.","1","-","-","https://www.amazon.com/gp/customer-reviews/R3TC0OK0C6IKBZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 23, 2015","Michael D.","-","yes","Way too many duplicate cards!!!","So we bought this game due to the fun we've had playing it with friends.  However, we were greatly disappointed with the fact that we had way too many duplicate cards.  It was ridiculous.  We would have preferred half the cards versus getting two of everything.","1","-","-","https://www.amazon.com/gp/customer-reviews/R1KI49TANYZSQZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"July 1, 2017","S. Wrigley","-","yes","Not for me","Not what I expected. Gave it away.","1","-","-","https://www.amazon.com/gp/customer-reviews/R23FESH1NROTX9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"June 29, 2015","Chris Fisher","-","yes",""Premium" playing cards my ass","2/3 of the black cards were bent.  All of the cards are of poor flimsy quality and even worse printing.  Save yourself the money and print them out at home.","1","-","-","https://www.amazon.com/gp/customer-reviews/R2P0PWN986O3BF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"June 12, 2017","Janet Marie","-","yes","Boring","Boring game, after one play it was played out","1","-","-","https://www.amazon.com/gp/customer-reviews/R2R7S4MBAD9H71/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 23, 2017","Shelly Simone","-","yes","One Star","Stupid game","1","-","-","https://www.amazon.com/gp/customer-reviews/R1DKQ4JK1LYTKM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 5, 2015","Blaine","-","yes","Wow, it really is for Horrible People!","I am not a horrible enough person to truly enjoy this piece of Garbage.  It is a filthy game!  As soon as I read some of the cards, I promptly returned.","1","-","-","https://www.amazon.com/gp/customer-reviews/R210775BKZLRWQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"July 26, 2015","Mark Jolles","-","yes","One Star","the game is terrible, not funny at all. i wish i could return it","1","-","-","https://www.amazon.com/gp/customer-reviews/R28B0RU1DHAN6K/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"November 9, 2015","solor46","-","yes","One Star","got this for my son upon his request, i think it's crude","1","-","-","https://www.amazon.com/gp/customer-reviews/R10VCAUUHWYQ56/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 19, 2018","speck","-","yes","One Star","Don't approve of content.","1","-","-","https://www.amazon.com/gp/customer-reviews/R1697QSG7LEHY7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"September 4, 2015","Debbie S.","-","yes","it was worse than I expected","I returned this game after I read the back of the box.  I had heard it's not for the faint at heart but even so, it was worse than I expected.","1","-","-","https://www.amazon.com/gp/customer-reviews/RT4U9BRNXDJDL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 24, 2018","Nicole","-","yes","One Star","Some are funny, but some are highly questionable","1","-","-","https://www.amazon.com/gp/customer-reviews/R353ZKLHOL9Y3P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"July 17, 2016","L. Waters","-","yes","How can 30K people be so wrong?","Stupid and forced. The Mad Libs we played in elementary school were much funnier.","1","-","-","https://www.amazon.com/gp/customer-reviews/R3E21ZHJ5R9687/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 4, 2015","GloriaW.Townsend","-","yes","One Star","most dissappointed in the game","1","-","-","https://www.amazon.com/gp/customer-reviews/R3CCNQU3FLN6RT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
Platinum Plan or higher is required in order to access reviews beyond 100'.
