"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"August 25, 2015","Dad's Gaming Addiction","-","yes","Cards Against Humanity Review by Dad's Gaming Addiction","Cards Against Humanity: 4+ Players, Ages 17+, Average Play Time = 30-90 MinutesThere isn’t much to say about the card art…the game comes packaged in a black box with white text.  The cards are similarly designed in that they are either white text on black or black text on white…nothing all that fancy.  The manual is very easy to understand, to the point where you can set up and play within seconds of opening the box.  Even if you’ve never played “Apples to Apples” or similar games before, it will take you perhaps minutes to learn.  The quality of the cards are fair…roughly the same quality as a regular deck of a playing cards in that it’s possible to bend them if you’re not careful.Of course, people who have heard about “Cards Against Humanity” don’t buy it for the card art…rather, they buy it for the content on said cards.  In a word, this content is inappropriate.  This is one game that you should definitely not introduce to your kids, unless they happen to be over seventeen years of age.  The vocabulary by itself is questionable, but some of the combinations that form between the black and white cards can really be…well, let’s just say you wouldn’t (or shouldn’t) repeat them in public.  With only 550 cards, the content does tend to repeat after multiple playthrus.  Luckily, the game variants listed in the manual serve to mix things up a bit.  One variant, for example, eliminates the role of the Card Czar while another introduces an imaginary player named Rando Cardissian (Billy Dee Williams impersonations are optional).As fun as the game is, I’m a bit put off by the price tag.  “Cards Against Humanity” is currently retailing for $25.00, all of which grants you a total of 550 cards.  When you compare that to “Apples to Apples Jr” (576 cards for $10.00) or “Apples to Apples Party Box” (1,000+ cards for $25.00), it’s hard not to be a bit concerned.  The four expansions themselves contain 100 cards each and retail for $10.00 each.  If you add all of that up, you’d come to $65.00 for 950 cards…ouch.  Suddenly the “Apples to Apples Party Box” is looking much more affordable and appealing.  If the card art were superb, I suppose I could justify the higher price tag…as mentioned in the above paragraph, this simply isn’t the case.  To be fair, you can download a print and play version for free…though the developers estimate that it’ll cost about ten dollars to print everything and buy a box to contain it.  I didn’t have to time to fact check this estimate, though I’m sure savvy shoppers will find ways to beat it.In the end, “Cards Against Humanity” requires a lot of things to be successful.  First, you’ll need a group of adults.  Second, you’ll need a group of adults who occasionally act like kids.  Third, you’ll need a group of adults who have a sense of humor…a REALLY good sense of humor.  The more warped the sense of humor, the better.  Finally, you’ll need a group of adults who aren’t easily offended.  If you can satisfy these requirements and don’t mind the price tag, then you’ll find “Cards Against Humanity” to be an outstanding party game.  The more folks playing, the better.  It’s best to keep the kids away from this one, due to the adult content listed on the majority of the cards.  I’m looking forward to giving this a go during our next family get-together, just to see how other people I know respond to it.","4","-","-","https://www.amazon.com/gp/customer-reviews/R1OKZ06CI8NXN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 5, 2014","Casey D.","-","-","Game is hilarious when you play with a group","I was really excited when I first ordered this game set of Cards Against Humanity. I was a little disappointed however, when I received the box in the mail, as I anticipated that the box would be larger (like the size of a regular Apples to Apples game). Instead, you get one compact box and it contains the black and white cards (Black being the questions and the white cards being the answers). The content of the cards is hilarious when you get a group of no-good nicks around, and is a sure fire way to get a party started between a group of friends after a few drinks! SO, I only gave it 4 stars instead of 5 because: 1. I anticipated the box to be a bit bigger and 2. a couple of the cards in the deck were not cut right (a portion of the black color was on the white card). Other than that: good game for a group of 6+ people.","4","-","-","https://www.amazon.com/gp/customer-reviews/R2VUVES1CG2Q7X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 3, 2015","Jennifer","-","-","not too bad","it's fun if you're with the right people. i've played it sober and while drinking. to me it was more fun while drinking. i haven't bought the expansion packs. after you've played it awhile, the cards obviously become familiar. but if you know lots of people and can have new/different people playing, it keeps it more fun. you can't be easily offended for this game, which so many people are these days. so be careful picking your players. and it's not for kids!","4","-","-","https://www.amazon.com/gp/customer-reviews/R3MOVMSS5071EM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"August 18, 2014","Aaron","-","-","More than Talk","I heard a lot of talk about this game and decided to go all in -- I was not disappointed.This is a fun mature oriented card game; The more people you have, I found, is much more enjoyable to see the combinations from politically wrong to super racial. This is NOT the kind of game for people who are sensitive to jokes and such and is recommended NOT to play with those kind of people.I gave the Expansion Packs one through four the same rating. It's not a perfect game because it's not always appropriate to bring out the cards, but when it is; its damn exciting. I say, the more cards the better. Nothing brings a smile to my face than ' Elderly Japanese Men: kid-tested; Mother approved'","4","-","-","https://www.amazon.com/gp/customer-reviews/RPZWF2A84V13G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 6, 2014","Todd Bayless","-","-","Great party game","This is a great adult game for a group of friends to play with a round or two of drinks.  The two and three play black cards are the best and really are what make the game interesting.I wish there was a little more variety in the white cards however, I think 1/3rd of those cards are sex related.  These can be funny the first time you see them but get stale after awhile.  The game is at its best for me when people make a clever plays with the more mundane cards like 'a really cool hat' or 'christmas cards with no money in them'.  But its still a fun game and I am sure the expansion packs will keep me coming back for more.Also, if  you are playing with fewer than 6 people I highly recommend the Rando Cardassian variant in the rulebook!","4","-","-","https://www.amazon.com/gp/customer-reviews/RHIDA8WJMZXJ6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 24, 2013","alexisj3","-","-","Best the first time, too many duplicate cards","The first time I played this game I laughed until my ribs hurt. I think the funniest part is the 'shock factor' of many of the cards. After that the game is still entertaining, but it's never like the first time you played. I really like the 'pick two' cards because the combinations become more unique and unpredictable.If you think this game may offend you, it probably will. It's not something that should be played in the presence of children or with your church group. The game is racist, sexist, and vulgar. But, it is more about the players than the cards. For example, during one of our games 'the blood of Jesus Christ' was played on 'Good to the last drop'. Separately those cards aren't offensive but, when a player decided to lay them together they became incredibly offensive. So, carefully choose who you play this game with as some people will definitely find it offensive. Part of the fun of the game is discovering who the most horrible person is (you may be surprised)!My biggest complaint about the game is the massive amount of duplicates in the box. I really don't think the game should contain any duplicate cards. This becomes especially annoying when the same card is laid by two players in the same hand. If it weren't for this I would have rated this a 5 star product.I hear that adding the expansion packs and taking out some of the cards you don't find funny or the duplicates really makes this game great. So, that's what I’m planning on doing. We already threw out the black card that read 'What is the most emo?' because we thought it was stupid.Overall, It's a good game and I will continue to play!","4","-","-","https://www.amazon.com/gp/customer-reviews/R9GZS957NYDJP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"November 30, 2013","Dave W","-","yes","I feel dirty playing this.","This game is hilarious if you are A.) with friends/family of equal humor, B.) drunk, and/or C.) a bad person.  If you don't fit in 2 or more of those categories, you will probably hate this game.  You'd be better off with Apples to Apples.Some thoughts:- The subject matter is very mature and caters solely to the perverse cynic in all of us.- The cards are made of a very high quality cards stock and are easy to read in high contrast black & white.- The surface of the cards has a chitin layer that protects against liquid spilling (see requirement B above).- The game is horribly boring with fewer than 4 people. Recommend 5-6 people for maximum fun.I really enjoyed playing this with my wife, brother & sister in law.  They aren't quite as dirty-minded as me, so I think I enjoyed it more than they did, but they certainly liked it.  The price is fair considering the developer allows you to print and make your own for free (they even tell you how and give you the template to download).  The expansions are available for a modest $10 so that's a great thing.I just wish I didn't feel like such a terrible person after playing it.","4","-","-","https://www.amazon.com/gp/customer-reviews/R29MZIJGARQOZU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 26, 2013","Hamgina","-","-","Fun for the whole family","Just kidding.  It's fun for the whole ADULT family.  Kids need not be invited to this game!  It's downright nasty but I knew that going in so I am not complaining!This is a fun game...It compares to Apple-to-Apples, but the combination of cards can make it rather disgusting/politically incorrect/etc.  If you are shy about sex, drugs and political topics, don't buy this.The only reason it gets 4 stars instead of 5 is because of the longevity: 8 people played the game for 1.5 hours and went through the entire answer deck, only to have to shuffle and replay the cards.  Many of the rounds consist of having to answer the questions with 2 and sometimes 3 cards which can tear through the deck rather quickly.We lowered the in-hand card requirement from 10 to 7 so that the cards would last.  It also seems like having 10 options for a response is a little high and mundane.  Some cards just end up 'cold' and that dulls the game.They also make expansion sets for this game and that is another reason why it gets 4 stars: It seems like they make the initial game with too few cards so that you purchase an expansion pack.  I wish they would make the base game just a little bigger so that you can play it for longer than 1.5 hours without getting bored.","4","-","-","https://www.amazon.com/gp/customer-reviews/R3BM2NXJTORTGC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 13, 2015","Poppies","-","yes","Fun but would get boring with frequent use.","This game was very entertaining to pass some time at a large family gathering.  The cards seem to be high quality and printed well though very basic in their printing (no designs, fancy colors, not that you need that).  We definitely had a few good laughs playing with about 10 people for maybe 90 minutes or so.  But even in that short of a time span we were already running across repeats.  This could could get old very quick with large groups or playing it frequently, thus the numerous expansion packs for sale.  The expansion packs are more than twice as much per card so expanding the game could get expensive.  So it is a great game that if you got it out once a year or less for family gatherings/parties could be blast, but if you played this weekly or monthly it would get old fast.","4","-","-","https://www.amazon.com/gp/customer-reviews/RKCJ7Q889NP5M/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 11, 2018","Josh ","-","-","A classic game!","Classic game for hours of fun! However, I would definitely buy some expansion packs initially. Played it about 4 times and started getting sick of the repetitiveness. I didn't realize until I owned it how repetitive it can get. Also, there are a good amount of cards that just suck, especially the ones with names of people. If you're like me and don't pay attention to celebrities, some of the cards will make no sense. I wish they had less of these, hence the 4 stars.","4","-","-","https://www.amazon.com/gp/customer-reviews/RIKQSQVY9GKQB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"October 9, 2015","Lipstick.Vigilante","-","-","Mr. Clean behind you","Great game to play with friends! Wouldn't recommend it for the younger crowd but great for adults! The premise of the game is that the dealer chooses a white card that states different scenarios and the other players either fill in the blanks with the black cards in their hands that have silly sayings on them and then turn them in to the dealer anonymously in hopes that their card(s) will be chosen by the dealer for whatever reason they choose. I usually go for the most ridiculous scenarios created by my friends which is also affected by how much alcohol I've consumed. I would also recommend purchasing the expansion packs they release since you'll want to play this game all the time and it will get boring after a while when you get the same scenarios over and over. It keeps things fun and exciting!","4","-","-","https://www.amazon.com/gp/customer-reviews/R13ZY7A6V6UXL1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"July 5, 2017","M. Griff","-","yes","Ratchet, comical and over the top fun!","I played this with a group of 10 adult family members  (including my 62 yr old mom).  We all laughed so hard and had so much fun. Albeit my brother felt a little weird and somewhat uncomfortable hearing our mom say certain things  but that made it even more hilarious.  So much fun to play with people who are not offended easily and have a sense of humor.  Some cards are a little bit too over the top and crude. All in all, my family really got a kick out of this game, I'm glad I brought it to the party.","4","-","-","https://www.amazon.com/gp/customer-reviews/RTT8JFSZPS0N7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"April 30, 2014","David Joseph Mateyka","-","-","Hilarious, hilarious game, but gets kinda old after a while","This game is absolutely great. I don't think I've ever laughed as hard in my life as I have while playing this game, many times. As other reviews suggest, it's not really for kids because it's a little inappropriate. I agree with this. But nevertheless, this game is great and will provide you many hours of entertainment. People will want to play this game when you have a get together. The only thing about this game is that it gets kind of old after a while. I have played this game a lot, and after you've heard the cards about three or four times, they start to not be funny anymore. You know all of them and you know what could be funny, so it's hard to top that. The way to combat this is to get the expansions. Yes it's more money, but it is definitely worth it. Also, what I've just recently discovered through playing with other peoples' sets is that the base sets of this game are not all the same. Some of them come with different cards. This was a very pleasant surprise to me. So, if you want to make this game even more fun, get your friends to get it, or buy multiple sets, and use a different set each time.","4","-","-","https://www.amazon.com/gp/customer-reviews/R2BMO3O8NI1AW7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 6, 2017","MamaHen","-","-","Naughty naughty naughty!","This game is fun, and it as about as inappropriate as a game can get. It's partly about the luck of the draw, but it also allows for that creative spin on what card or cards you toss together to draw the most attention. I will say that we've played this maybe a dozen times, and it's not the go-to game like it used to be. I've heard expansion packs go a long way, but if we lose interest after ten games or so, I'm not sure I'd buy them, either. If you've never played it before and you're not easily offended, buy it. If you have thin skin or a strong sense of propriety, buy some other game.","4","-","-","https://www.amazon.com/gp/customer-reviews/R29S31GQM4V4SF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"May 24, 2017","Amazon Customer","-","yes","Good game with an improvement","This is a very fun game that could give many hours of fun and there are technically alot possible combinations.Can be very funny and dark with the right combinations.The only downside I feel is that there are far too many 'bad' white cards so sometimes you could get 3-4 rounds with boring answers.Some changes to some of the white cards would help possibly the expansions may remedy this.","4","-","-","https://www.amazon.com/gp/customer-reviews/R6K37BYL2XYGY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 23, 2018","Donna J. Heatherly","-","-","Risqué, Racey And Rude - Ridiculous Fun!","We laughed and laughed, even the husbands who dislike playing games. So much fun, however, be warned ..... many of the cards were crude and needs parental supervision.","4","-","-","https://www.amazon.com/gp/customer-reviews/R28LYS11VX6DC6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"August 21, 2015","Madison","-","-","the card would get old pretty quick. There's only so many times you can ...","The biggest problem I have with this game is that it lacks variability. I know there are expansion packs, but I have a feeling even with those, the card would get old pretty quick. There's only so many times you can laugh at the same card combination no matter how funny it is. However, it is a really clever and fun game and I enjoy playing it with new people to show them how twisted my sense of humor is.","4","-","-","https://www.amazon.com/gp/customer-reviews/R1T13EGQG3F1DE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"September 29, 2014","LopezVonLOPEZ","-","-","amazing and hilarious game for adults, but a friendly warning to parents and the faint at heart.","hilarious game, fun for everyone (even more so when drinks are involved). but also i can see some people buying it not knowing what to expect. a lot of the cards.. well. most of them... are VERY crude and can be considered tasteless and grossly offensive. this is not for children or the faint at heart.  its not a problem for me. but i wouldn't go buying this game because your 14 year old son or daughter said they wanted it for christmas. it is a game for ADULTS. overall this game is one hell of a time but please take into consideration the crudeness of this game before you play it with certain people or even buy it yourself. im sure grandma doesn't want to see cards that say 'mecha hitler' and 'two midgets shi***** into a bucket' in a game after a nice thanksgiving dinner.","4","-","-","https://www.amazon.com/gp/customer-reviews/RYRFPZ4A1WWJC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"August 11, 2014","Robert C. Hutchison","-","-","A brilliant, wonderfully profane game","A brilliant, wonderfully profane game.  I need not elaborate on what everyone else has already said.  the only thing keeping me from giving it five stars is that the fun does diminish over repeated play.  New people help, as do the expansions, certainly, but knowing what could be coming takes some of the edge off.  However, this does not mean that you can never be shocked or knocked off your chair with laughter at some offering the 20th time you play.  Just be forewarned.  Still worthwhile.  Still my favorite party game.","4","-","-","https://www.amazon.com/gp/customer-reviews/R1S2RLI0L6KCU9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"September 30, 2014","Zachary Bell","-","-","After one good game you know every single card.","This game is perfect for getting friends together, and having a good laugh. Apples to Apples but a more mature way of putting it. After one really long game though you know every single card. I will be ordering an expansion pack for the game soon, because the game seems like a money trap. But I like it and I like to have guests over. Its a great way to get to know your friends humor and how they react to certain 'Horrible' situations.","4","-","-","https://www.amazon.com/gp/customer-reviews/RO4YZW681M3T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 13, 2019","JK","-","-","Fun game","We enjoy game nights with friends. This game is easy to learn, lots of fun and brings lots of laughter.","4","-","-","https://www.amazon.com/gp/customer-reviews/R3UX59CHZ6WFHW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"October 10, 2016","SY","-","-","Love this adult version of Apples to Apples","Love this adult version of Apples to Apples. Obviously, if you play it a lot, you know the cards and it isn't as fun; but there are additional packs you can buy to keep it interesting. Since it's such a basic game, I do think it's a bit overpriced (why the 4 stars) but otherwise I would recommend","4","-","-","https://www.amazon.com/gp/customer-reviews/R1DF769SJ4H09A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 29, 2016","SassyMe","-","-","Not to played with your conservative grandparents or in-laws","This is not a game to play with your in-laws! Be warned that these are incredibly inappropriate cards...but that's why they're fun:) I gave it 4 stars instead of 5, because some of these encroach on the morbidly awful and shocking side -- otherwise, you're guaranteed to *not have* a boring night once you get started. Will make your grandmother clutch her pearls repeatedly..","4","-","-","https://www.amazon.com/gp/customer-reviews/R15HHMI9YZF06Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"June 24, 2014","Jackie","-","-","Funny and a bit insulting","If you have a unique sense of humor, this is probably the game for you. The only thing is, after you've played through all the cards, the surprise factor (which is the fun bit) kind of loses its appeal as you've heard most of the results time and time again. I would suggest an expansion pack or something to keep adding to it, but otherwise, great fun for you and your ADULT friends. Note: Would NOT play this with kids under 18 around. Definitely not appropriate.","4","-","-","https://www.amazon.com/gp/customer-reviews/R3LB6BGUFL4I40/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"April 7, 2015","nicknacks","-","-","Fun game that anyone reading this review probably already knows ...","Fun game that anyone reading this review probably already knows about.  Can be gross, raunchy, weird, but usually funny.  Played with a group of 6 people, including my 19-year-old daughter and 83-year-old mother.  I was surprised how well my mother did!Minor complaint is the grammatical/spelling errors.  But it's a game, so if that bothers you, just have another drink or two ...","4","-","-","https://www.amazon.com/gp/customer-reviews/R1GQEJFUHB29BU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"April 13, 2015","Amazon Customer","-","-","Hilarious with the right mix of people!","This game is definitely for adults with a good sense of humor, and those that aren't easily offended or overly sensitive.  I would say that you need to choose your playing group carefully, but if you have the right mix, and a few drinks, this game makes for a hilarious, and raunchy, evening.  If you want to play, but are concerned about just a few cards, take them out-it will still be fun!  You definitely need the expansion packs though, and it wouldn't be a bad idea to go ahead and order the first 3.","4","-","-","https://www.amazon.com/gp/customer-reviews/RBITXKGYHMG3U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 15, 2013","alexis","-","-","Excellent fun from some local fellas","Heard of this game from friends in Texas (of all places), went to buy and saw that they were sold out (around Thanksgiving), but waited for the restock which was promised and delivered within a few days.  Glad I didn't print it out myself as I prefer the professional look (though I love that option).  Found out this is created by some guys in Chicago and turns out I'm only 3 degrees of separation from knowing them!  Played with friends around Christmas in Chicago and we had a blast.  Left it for my friends to play and they pulled it out again on NYE.  Only thing I would change is that there doesn't seem to be any way to 'win' the game - guess you just get drunk and silly.  Not a bad way to spend the night!  Thanks for the laughs, guys. :)","4","-","-","https://www.amazon.com/gp/customer-reviews/R264WZAFEB4XJT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"April 30, 2013","Courtney Tobin","-","-","Best party game...and the only one I've ever outright bought","Usually I'm skeptical of packaged party games....anytime I see a set of cards purporting to help us play 'never have a I ever' or other drinking games, I tend to roll my eyes.Cards Against Humanity is the exception to this rule. It's a lot of fun, a great ice breaker (as long as you know the people around you are at least somewhat open to more questionable humor), and generally makes for a great party game. And it's really difficult to replicate without cards. Just be sure of your audience before breaking it out, because there's a lot of room to insult the wrong person.My only complaint - it needs some blank cards. There are a lot of things I'd love to add to these cards that are specific to my friend group, but can't. Apparently you do get those in the first & second expansions, but I wish they had them in the original as well.","4","-","-","https://www.amazon.com/gp/customer-reviews/R2FDQ03GBCOMCB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"August 16, 2018","Rachel Poole","-","-","Me and My Friends Love It","It is the best game to play with family (If you are super close with them) and friends. Rated pg13 at the very least. The only issue is if you dont buy expansion packs and play often, you get super bored of it.","4","-","-","https://www.amazon.com/gp/customer-reviews/R1RZSL8CNL8WBD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"June 28, 2015","Zach Cochran","-","-","Funniest Card Game EVER!","Played the game with many people already. It is a vulgar game, as my grandmother would say, but it definitely is raunchy and extremely funny. If you are looking for a fun party game for adults that has the same concept as Apples to Apples, then this is the perfect game for you! The only reason for the 4 Stars instead of 5 is because the deck/box of cards is smaller than what the picture looks. The box itself isn't even a foot long, but the game itself is great nonetheless.","4","-","-","https://www.amazon.com/gp/customer-reviews/R12DTVPI514XN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 29, 2015","Nancy L. Gleason","-","-","Fun but not long term.","Bought this as a lightning deal at Christmas last year for an 'emergency' gift if I needed one.  Turns out I didn't so I stuck it in a drawer.#1 son was raving about the game so I had it shipped to my summer home.  What a hit it was!  Only problem is, once you're through the deck, a repeat performance with the same crowd would be anticlimactic. Too pricey to buy add on packs every time you want to play...","4","-","-","https://www.amazon.com/gp/customer-reviews/R1IMY36V873V8I/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"April 17, 2014","Joey","-","-","Fan game for the right people","I've played this game both with strangers at a party and with close family members. It worked well both times, but there a definitely cards in it that can incite some arguments if you happen to be playing with certain people who can't laugh at themselves a bit. I would recommend you get the expansions as they will help to keep the game fresh and give you the option to create your own cards. After a few plays with just the base set, the same cards will eventually come up and the laughter can die down if you can't come up with fresh combos. It's a fun game though and I really enjoy it with my family especially.","4","-","-","https://www.amazon.com/gp/customer-reviews/R399EUD3QOCA03/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 26, 2018","Sarah Alvarado","-","-","So fun","Very fun game hours of laughter. The only thing I don’t like is that once you’re through the cards once, it’s not funny anymore. You’ll have to buy more cards.","4","-","-","https://www.amazon.com/gp/customer-reviews/R39QXP6F6URZ74/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"June 24, 2012","Sean-Michael Jonesz","-","-","Hilariously dark, good time","Originally described to me as Apples to Apples for twisted adults, the description still seems very appropriate. Great game to play with friends you know very well, as you can try and predict who would say what and see how well you really know how dark their sense of humor goes. The nice part though is that it is still hilarious to get to know other through this game. Great way of making everyone so uncomfortable they become comfortable, this game doesn't break the ice, it shatters it and throws it across the room. The mechanics are in the description so I won't bore you with them but know it plays as it should, the rules are easy to understand and there are enough cards here so the game won't get boring anytime soon. Despite that, the company seems to have released expansions just in case you've been playing this game nightly (which I might understand). If this game is in stock, get it immediately! You won't be sorry.","4","-","-","https://www.amazon.com/gp/customer-reviews/R1EN38ID6RGYXF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"September 17, 2014","Customer","-","-","Expensive, but fun.","This game is fun to play with a group of friends. More fun to play with 4 or more friends and make sure your friends don't get easily disgusted or offended. As this game is not for everyone, make sure they are age appropriate as well (18+). I like this game, but it is an expensive game. I wish that it was a bit more cheaper since there are expansion packs to it. So, far I only have the first package I want to buy more, but like I said it is an expensive game and I am not sure that it is worth to buy every single expansion.","4","-","-","https://www.amazon.com/gp/customer-reviews/R2E3GTOMUQXCMN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 25, 2015","Heather M","-","-","A Great Time Guaranteed","I purchased this game  when I purchased my first home so I could entertain. I was told it was just like Apples to Apples, but a more adult version. I heard great things about Cards against Humanity, but, until I played the game myself I didn't realize how perfect it was. A good time is guaranteed when playing this game. I have played it with friends and even family and we always have a blast. It's addictive.  The cards are hilarious and quirky and it's so easy to play, however, everyone in my group decides to skip over the 'pick two' cards because it is too difficult to read them in a specific order and try to conceal the identity of the person who has played the cards, especially if there is a large group of people playing. Some of the cards make absolutely no sense which makes it all the more hilarious and fun to play. After a while the cards get old. I recommend buying the expansion packs to add to the fun. I really enjoy this product and will continue to play every chance I get.","4","-","-","https://www.amazon.com/gp/customer-reviews/R3OLNXEW43BUZO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 10, 2014","Gisele D.","-","-","My humble opinion","So un-PC! But hilarious! Never laughed harder!It's an adult version of Apples to Apples but allows the players to be more sick and twisted with their answers. This it's not for anyone who is easily offended. Does have a potential for people to answer with racial slurs, so only have those play who have a good sense of humor and can take it in stride.Don't like the multiple blanks on one card...kinda makes it more complicated to read answers and also more time for that round. The developer should have stuck to one liners and simple fill in a blank. Something like...my secret super power is.? And 'blank', high five, bro! Also, for those who play who are not all knowing with regards to street culture lingo, definitions should be on the cards. There are some really strange and obscure references.","4","-","-","https://www.amazon.com/gp/customer-reviews/RGXYNYOE93OEJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 31, 2014","JC","-","-","Pretty funny stuff here","Pretty funny stuff hereYou need to be in the right mood IMO to really enjoyGet a group of people and have some drinks before and during game play and you will all be laughing your tails offWhen I read through the cards when it arrived I thought these people are just trying way too hard to be nasty and offensive....Just wait till you have a bunch of people playing though, its pretty freakin entertainingIf you like Family Guy, this is right up your alleyJust beware if you are not accustomed to this type of humor you may get insulted ( or maybe not who knows)I haven't bought any expansion packs cause we've only played twice but I can see the jokes getting old if you see them too many times","4","-","-","https://www.amazon.com/gp/customer-reviews/RP89R0BR8T7K7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 22, 2015","Hunter","-","yes","A party game for nearly all people","Card's Against Humanity's tagline is 'A party game for horrible people' is undoubtedly the easiest way to describe this ridiculous and fantastic card game. Drawing inspiration from Mattel's 'Apples to Apples', the game is played by a judge or 'Card Czar' (determined by who had pooped most recent in the group playing) placing a white card that states a prompt or phrase, and the players placing down relevant and random black cards that range from ludicrous to wildly inappropriate. Whoever the judge favors that round wins, and the process starts anew with a new judge.The black cards are mostly hilarious, and the white cards are funny enough on their own. The combination of the two creates a unique environment that will have all the players laughing for hours.The only design flaw of the game is the limited content. Obviously nothing can be limitless, but I've found that after anywhere between 10 to 15 games with the minimum four people, most combinations have either been discovered or have already lost their shock value. Luckily, there are a large variety of expansion packs, both official and unofficial, that can remedy this problem.I'd like to recommend this game to anyone who enjoys inappropriate humor, games that can bring an entire family together, and laughing in general. It's a great game overall, and I wholeheartedly recommend it.","4","-","-","https://www.amazon.com/gp/customer-reviews/R36DQI98L1WYT6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 28, 2014","Mistie the Dog","-","-","Lots of fun, but definitely PG17","This game is an R rated version of Apples to Apples. I knew it involved tasteless humor when I bought it for my 16 year old daughter to play with her friends and I thought I would be okay with it.  Yet, after playing it, I somewhat regret buying it for her.  I'm not a prude, but many of the sexual references are a bit graphic for my taste.  It was not practical for me to review every single card before she played it, but man, now there are a few I would like to pull out of the deck before she plays it again.  I'd say about 80% is okay for high school students.  This compares to Apples to Apples, as Family Guy compares to the Simpsons.  That said, the gang loves to play it. They laugh for hours and my status as 'cool parent' has increased quite a bit.","4","-","-","https://www.amazon.com/gp/customer-reviews/RWE4DRDQBQ0Q5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
