"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"December 28, 2015","Jaytrade","-","yes","Awesome...Great...Good...okay...meh","Everyone knows this one (or should). While it was a great game there is a drawback: Once you know all the cards, it is a very boring game or you need to play it with people who have not yet played it which is not easy to find. I know there are expansion sets, but they are pretty expensive for a lot less cards. Also some of the cards are already dated so they are not fun with people who live in the internet age where only the last few memes matter.","3","-","-","https://www.amazon.com/gp/customer-reviews/R2JJW7U8F7QF6O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 2, 2019","Lauren Fleischner","-","-","Fake.","I bought this as a gift for family members that regularly love to play games/host game nights. Recently played with them and the quality of the cards & the box compared to the ones I purchased off of CAH’s website differs so much I wouldn’t second guess saying that these are probably not legitimate. The font, spacing, consistency of cards and quality was night and day compared to the box set purchased on CAH’s site. 10/10 would not recommend.","3","-","-","https://www.amazon.com/gp/customer-reviews/RH5OV1AG4E02L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"November 23, 2018","Danielle","-","-","Not for children","Fun adult game not for mix company. Not as  good as some others and you really need atleast 4 people to play.  All in all a fun evening.","3","-","-","https://www.amazon.com/gp/customer-reviews/R16F9O50OW37NU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"June 26, 2014","Riyad Kalla","-","yes","Good potential, not-life changing hilarity","Given the reviews, I thought this was a 'no-fail' game that you could roll out in any situation and have everyone pissing their pants; not really the case.I was looking for an adult-friendly game for a group of 8 friends that would be drinking a bit and enjoy some cursing and shenanigans so I picked this up.The game was a total flop; a lot of eye rolling and 'waiting for it to get funny' before we gave up 20 mins later.In hindsight I realized that there is a TYPE of audience you need for this game and it isn't just anyone... if Mad Libs and things like that make you crack up, this is probably perfect. If the people you are playing with having never expressed an interest in funny written material (Seriously, like they aren't big readers) I would pass on this game and get something more interactive.That said, I was the ideal candidate in the group for this game and while I found it cute, I did not find it super-LOL-vulgar (which is what I was hoping for).You've probably seen the pics on line of people playing and getting some REALLY horrible/crass/hilarious combinations - those are not that common from what we saw in 20 mins... you would get stuff like 'I like to [mow the lawn] with [ham sandwiches]' -- ok, if I'm tired and a little tipsy that might be funny, but it's not X-rated humor.So just keep that in mind; maybe I was expecting the wrong thing (little more R-rated content and universal hilarity), but that was my experience anyway.","3","-","-","https://www.amazon.com/gp/customer-reviews/R1YY3M9UI2N6QB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 23, 2017","Julie","-","yes","I can't recommend it due to it's content","It's trendy, but vulgar.  I can't recommend it due to it's content, but everyone who does play it loves it.  Do you want fun at the expense of vulgarity?  Then it is a good purchase.","3","-","-","https://www.amazon.com/gp/customer-reviews/R161UVTYQ62FM9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"November 28, 2017","Marvin R","-","-","Three Stars","It’s funny for like an hour but most of it was ok I guess","3","-","-","https://www.amazon.com/gp/customer-reviews/RG0SR1RMEO77F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"June 29, 2014","ph301","-","yes","Amazing at first","So the game is hilarious. Utterly hilarious.The first two times you play it.After a while the game is pretty much boring. You've read all the cards and all of a sudden 'kids with butt cancer' stop being funny.","3","-","-","https://www.amazon.com/gp/customer-reviews/R2RMO7W28J2UYV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 19, 2018","debbie koss","-","-","Three Stars","Fun little item for game night","3","-","-","https://www.amazon.com/gp/customer-reviews/R2BLCAYM32LLJ9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 6, 2018","julie","-","-","Three Stars","This is truly a horrible people game. Played once and gave it away.","3","-","-","https://www.amazon.com/gp/customer-reviews/R3K5V7EJIMPXOC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"October 13, 2016","MMB IN NJ","-","yes",""poopy" humor type game - with a sexual inappropriate twist to it","You know - I wanted to love this game. I just didn't.  Maybe my demographic would help- mid 50's, like cocktails - did both while playing (having fun & cocktails).  Just didn't think this was all that funny.  More 'poopy' humor type game - with a sexual inappropriate twist to it.","3","-","-","https://www.amazon.com/gp/customer-reviews/R1O1LWKANKTUVO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 8, 2015","Lili","-","yes","Other games are better","Apples to Apples is much more fun. Most of the Cards made no sense when related, not funny, not clever, nothing.  The whole Family had been exited but after plying it once for 3 hours, our verdict is : disappointing","3","-","-","https://www.amazon.com/gp/customer-reviews/R1W4POW44TMCCN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"September 9, 2014","Penny Wilbur-Harris","-","yes","The 20 - something kids seemed to enjoy the game","The 20 - something kids seemed to enjoy the game...laughing & finding the questions shocking. (It seemed like they needed a group to make it especially stimulating.)As an older person - I just found the game to be a different take on the game, 'Apples to Apples,' & was disappointed.  (Maybe it was me!)","3","-","-","https://www.amazon.com/gp/customer-reviews/R1SO20C07RJG5C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"July 11, 2014","DJE87","-","-","Not as "bad" as I believed it would be...","Not overly impressed with this game. Perhaps the group I was playing with was too dysfunctional. Found the game to be rather tame and some of the white cards seemed as if they shouldn't have been part of the game. Was left rather disappointed with this purchase.","3","-","-","https://www.amazon.com/gp/customer-reviews/R1D8E7N8ZDVNGJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 15, 2019","MBelongie","-","-","Very funny","Bought this game to play with family during the holidays and had the best time but found a lot of repeats after only playing it twice.","3","-","-","https://www.amazon.com/gp/customer-reviews/RVBKWFPM7PV7E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"March 5, 2018","Denise A. Moreno","-","-","I've played games that are more fun","It's pretty raunchy.","3","-","-","https://www.amazon.com/gp/customer-reviews/R3L92074D0EPUC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"November 22, 2016","Amanda Osborne","-","yes","Saved my girlsfriends rainy vacation","Crack up for the first 3 times playing. Add ons help. Great to regift after the novelty has worn off. Excellent non PC gift.","3","-","-","https://www.amazon.com/gp/customer-reviews/R1OQH4LQB52QB6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"October 12, 2016","T. Latortue","-","yes","Three Stars","This game gets really boring after a while, especially in large groups.","3","-","-","https://www.amazon.com/gp/customer-reviews/R2K9V2V331FASW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"September 19, 2014","User #9","-","yes","It also gets a little predictable and boring after a few times","The naught version of apples to apples.  Definitely not something to play with your MIL.  Trust me.  It's awkward.  Do not play with parents, in laws, or people you've just met or might be religious.  This is a game only for those who are already depraved.  It also gets a little predictable  and boring after a few times.","3","-","-","https://www.amazon.com/gp/customer-reviews/R8XIIGVC5L20J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 14, 2014","P. Schellenger","-","yes","One time use","We played this for the first time with the fam (all adults!) and it was hilarious. A member of my family actually pee'd themselves (not me, don't worry). We decided to play again with some more people on New Years, and even added alcohol... it just wasn't the same. We kept saying things like 'oh, last time I got this card... that was so funny'. I feel like this a good one time use game, then maybe pass it along to a newbie.","3","-","-","https://www.amazon.com/gp/customer-reviews/RODNFHGLWTAFW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 23, 2018","Scott","-","-","Not very funny.","Ok for first time or 2. not enough funny ones to hold interest of most folks, requiring additional card pack purchases.","3","-","-","https://www.amazon.com/gp/customer-reviews/RW49267OE2GJQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"January 16, 2014","A. RDZ","-","yes","It got boring, quick","Apples to Apples is a much better choice for a board game. With this game the person is constantly picking the dirtiest answer instead of relevant answers.After playing twice you see the same dirty jokes come up every time.I do love the cards that require you to play two cards to complete a phrase, that is a nice switch.","3","-","-","https://www.amazon.com/gp/customer-reviews/R1L4ZEWL0DTYCE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"April 28, 2015","moosel","-","yes","Meh.","Meh. Maybe we didn't have enough to drink when we played, but we tried to use this with a crowd of 10 people on New Year's and we thought it was just okay.. I don't like the concept of the game, having one person choose a best answer. That blows.","3","-","-","https://www.amazon.com/gp/customer-reviews/R1OPYISM44GZEE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"May 7, 2015","J. Reader","-","yes","Okay","It's fun, and a bit like Apples to Apples, but I'm not sure why people rave about it.  We're a pretty bawdy, maybe too open family, and all of us kind of thought, meh.  A couple beers in and I'd probably love it.","3","-","-","https://www.amazon.com/gp/customer-reviews/R1RYIO4XZG0KM5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"August 8, 2018","Lulew","-","-","It is for horrible people....and we love it.","The UK version had funnier cards to play, but we have enjoyed it.","3","-","-","https://www.amazon.com/gp/customer-reviews/R3W4U68UYG743P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"May 6, 2015","Poncedeli","-","yes","Not for sensitive folks.","I've only played it once so far and I had a pretty good time laughing.  Very little skill necessary, but good for laughs.  Unless, one takes one's self too seriously ;-)!!!  Definitely the dark side of Richard Dawson...'survey says...'","3","-","-","https://www.amazon.com/gp/customer-reviews/RK0ZCF9ZQHDX8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 21, 2014","JayPeazy","-","yes","Great if you're only going to play it once","It was a hilarious game to play but I can't see the humor in this game holding much longevity. Once you play a couple games (we had 6 in our group) you have already run through the deck and have become familiar with all the funny cards (literally). The second time you see them they start to lose their humor as well as shock value. I imagine you can buy the expansions to keep it entertaining but after you've gone through all of those cards once the game can get old quickly. $100+ later you have another boring game to donate or resell.... I'd say buy a used set (from people who got bored with it) and then sell it once the jokes get old.","3","-","-","https://www.amazon.com/gp/customer-reviews/R2E04066WK0RJT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"July 2, 2018","brent","-","-","Three Stars","ok","3","-","-","https://www.amazon.com/gp/customer-reviews/R3N29GG1EXL25F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"February 10, 2017","Amazon Customer","-","-","Maybe proofread before playing.","Some are funny, but seriously filthy game. I had only heard it was fun. My teens played it before me and I was shocked!","3","-","-","https://www.amazon.com/gp/customer-reviews/R1S5D2JTC0DFMB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"April 8, 2016","unknown","-","-","Fun, Not Enough Variety","If you get this you should think about the expansion packs as well. Playing it 4-5 times it starts to get repetitive unless you take my advice!","3","-","-","https://www.amazon.com/gp/customer-reviews/R354UWSYFHHKA8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 29, 2016","Benniesmom","-","-","Three Stars","Funny but raunchy. Don't plan on playing this with your parents as most of the cards are obscene.","3","-","-","https://www.amazon.com/gp/customer-reviews/R1AK66MEM8IDS8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"December 25, 2017","Phillip","-","-","Parents be warned, this is an adult game.","Parents be warned,this is an adult game.","3","-","-","https://www.amazon.com/gp/customer-reviews/R3SP2QUZZ1OELE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"June 2, 2018","Ron barker","-","-","Three Stars","It ok","3","-","-","https://www.amazon.com/gp/customer-reviews/R2NTPU5RJUE8AY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"August 22, 2016","Greg Jones","-","-","Kind of wears out in the fun department. You can only do this so many ...","Kind of wears out in the fun department.  You can only do this so many times before you are just repeating your self.","3","-","-","https://www.amazon.com/gp/customer-reviews/R1WZZHRBAAT2E5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
"September 3, 2014","Joe","-","-","Completely Disappointed in the Quality, but still a Great Game","This is the second time I have purchased a set of these cards, so I know what I'm talking about when I say the quality of the card stock and the printing has slipped significantly in the past year or so.  My original set, purchased in March of 2013, had a full set of flawless cards that held up against even the sloppiest of uses (spilled beer, salsa, etc.) without needing more than a quick wipe down to return to perfect condition.  The set of cards I received recently (my previous set was stolen; shocking I know) are nothing like the last set I had.  They're made from noticeably cheaper cardstock, I'm less than confident in their water resistance, they're ALL bowed as if they have been exposed to moisture already (even though the first set probably wouldn't have bowed if they were left in a pool of water), some of the printing on some of the cards is already smudging (rubbing with one's clean finger can produce a smudge, never mind a greasy or salsa covered finger), and one card has a distinct marr on the edge of it making it easy to pick out in someone's hand, or draw pile.  I am thoroughly disappointed in this latest set of cards form CAH and suggest you hold off to buy a set until reports of their card quality either return to excellent, or the price halves (these are not worth the $25 asking price in my opinion).","3","-","-","https://www.amazon.com/gp/customer-reviews/RM4RIQBXFUGWJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B004S8F7QM","-","-"
Platinum Plan or higher is required in order to access reviews beyond 100'.
